element_closure_id,CR119_element_closure_id,Z,N,A,proton_count,neutron_count_primary,electron_count,total_particle_count,quark_u_count,quark_d_count,quark_e_count,P_address,quark_address,native_element_capacity,radix_cycle,radix_slot,shell_period,shell_capacity,shell_occupancy,shell_status,selected_depth_index,residual_twelfths,primary_ladder_role,native_primary_isotope_status,GR_qA_total_computed,G_tensor_computed,retained_7G_computed,CR119_qA_total_primary,CR119_tensor_carrier_support_primary,CR119_retained_write_support_primary,GR_matches_CR119_qA,G_matches_CR119_tensor,retained_matches_CR119,natural_synthetic_boundary_status,CR119_natural_synthetic_boundary_status,reference_clock,known_symbol_downstream,known_name_downstream,known_label_used_as_construction_input,selector_all_native_126,selector_known_z_118,selector_z_le_83_count_threshold,selector_z_le_83_reference_holes_removed,selector_qp094a_stable_anchor,selector_qp094a_anchor_or_half,selector_closed_shell,selector_roworder_skeleton_slot,selector_roworder_skeleton_or_closed_shell,selector_roworder_skeleton_and_z_le_83,selector_downstream_natural_surface,construction_note
CR220-EZ111,QP094A-EZ111,111,194,305,111,194,111,416,416,499,111,111p+194n+111e,416u+499d+111e,126,10,3,7,8,1,OPEN_SHELL,9,3,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,8239.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1029.925781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7209.480468749999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,8239.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1029.925781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7209.480468749999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Rg,Roentgenium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ112,QP094A-EZ112,112,196,308,112,196,112,420,420,504,112,112p+196n+112e,420u+504d+112e,126,10,4,7,8,2,OPEN_SHELL,9,0,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,8313.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,1039.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7274.458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,8313.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,1039.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7274.458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Cn,Copernicium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ113,QP094A-EZ113,113,197,310,113,197,113,423,423,507,113,113p+197n+113e,423u+507d+113e,126,10,5,7,8,3,OPEN_SHELL,9,9,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,8387.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1048.475260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,7339.326822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,8387.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1048.475260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,7339.326822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Nh,Nihonium,no,yes,yes,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ114,QP094A-EZ114,114,199,313,114,199,114,427,427,512,114,114p+199n+114e,427u+512d+114e,126,10,6,7,8,4,OPEN_SHELL,9,6,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,8462.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1057.757812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7404.304687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,8462.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1057.757812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7404.304687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Fl,Flerovium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ115,QP094A-EZ115,115,201,316,115,201,115,431,431,517,115,115p+201n+115e,431u+517d+115e,126,10,7,7,8,5,OPEN_SHELL,9,3,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,8536.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,1067.040364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7469.282552083333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,8536.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,1067.040364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7469.282552083333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Mc,Moscovium,no,yes,yes,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ116,QP094A-EZ116,116,203,319,116,203,116,435,435,522,116,116p+203n+116e,435u+522d+116e,126,10,8,7,8,6,OPEN_SHELL,9,0,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,8610.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1076.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,7534.260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,8610.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1076.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,7534.260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Lv,Livermorium,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ117,QP094A-EZ117,117,204,321,117,204,117,438,438,525,117,117p+204n+117e,438u+525d+117e,126,10,9,7,8,7,OPEN_SHELL,9,9,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,8684.718749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1085.589843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7599.128906249999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,8684.718749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1085.589843750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7599.128906249999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Ts,Tennessine,no,yes,yes,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ118,QP094A-EZ118,118,206,324,118,206,118,442,442,530,118,118p+206n+118e,442u+530d+118e,126,10,10,7,8,8,CLOSED_SHELL,9,6,FLOOR_PRIMARY,KNOWN_SURFACE_FRONTIER_BOUNDARY_DOWNSTREAM,8758.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,1094.872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7664.106770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,8758.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,1094.872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7664.106770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,yes,yes,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,KNOWN_SYNTHETIC_FRONTIER_DOWNSTREAM,radioactive,Og,Oganesson,no,yes,yes,no,no,no,no,yes,no,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ119,QP094A-EZ119,119,208,327,119,208,119,446,446,535,119,119p+208n+119e,446u+535d+119e,126,10,11,8,8,1,OPEN_SHELL,9,3,FLOOR_PRIMARY,UNKNOWN_FRONTIER_ISOTOPE_CLOSURE_CANDIDATE,8833.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1104.154947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,7729.084635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,8833.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1104.154947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,7729.084635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,yes,yes,yes,SAM_FRONTIER_UNKNOWN_Z119_Z126,SAM_FRONTIER_UNKNOWN_Z119_Z126,frontier,,,no,yes,no,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ120,QP094A-EZ120,120,210,330,120,210,120,450,450,540,120,120p+210n+120e,450u+540d+120e,126,10,12,8,8,2,OPEN_SHELL,9,0,FLOOR_PRIMARY,UNKNOWN_FRONTIER_ISOTOPE_CLOSURE_CANDIDATE,8907.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1113.437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7794.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,8907.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1113.437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7794.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,yes,yes,SAM_FRONTIER_UNKNOWN_Z119_Z126,SAM_FRONTIER_UNKNOWN_Z119_Z126,frontier,,,no,yes,no,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ121,QP094A-EZ121,121,221,342,121,221,121,463,463,563,121,121p+221n+121e,463u+563d+121e,126,11,1,8,8,3,OPEN_SHELL,10,10,FLOOR_PRIMARY,UNKNOWN_FRONTIER_ISOTOPE_CLOSURE_CANDIDATE,8982.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,1122.860677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7860.02473958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8982.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,1122.860677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,7860.02473958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,yes,yes,yes,SAM_FRONTIER_UNKNOWN_Z119_Z126,SAM_FRONTIER_UNKNOWN_Z119_Z126,frontier,,,no,yes,no,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ122,QP094A-EZ122,122,223,345,122,223,122,467,467,568,122,122p+223n+122e,467u+568d+122e,126,11,2,8,8,4,OPEN_SHELL,10,8,FLOOR_PRIMARY,UNKNOWN_FRONTIER_ISOTOPE_CLOSURE_CANDIDATE,9057.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1132.143229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,7925.002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,9057.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1132.143229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,7925.002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,yes,yes,yes,SAM_FRONTIER_UNKNOWN_Z119_Z126,SAM_FRONTIER_UNKNOWN_Z119_Z126,frontier,,,no,yes,no,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ123,QP094A-EZ123,123,225,348,123,225,123,471,471,573,123,123p+225n+123e,471u+573d+123e,126,11,3,8,8,5,OPEN_SHELL,10,6,FLOOR_PRIMARY,UNKNOWN_FRONTIER_ISOTOPE_CLOSURE_CANDIDATE,9131.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1141.425781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7989.980468749999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,9131.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1141.425781250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7989.980468749999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,yes,yes,SAM_FRONTIER_UNKNOWN_Z119_Z126,SAM_FRONTIER_UNKNOWN_Z119_Z126,frontier,,,no,yes,no,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ124,QP094A-EZ124,124,227,351,124,227,124,475,475,578,124,124p+227n+124e,475u+578d+124e,126,11,4,8,8,6,OPEN_SHELL,10,4,FLOOR_PRIMARY,UNKNOWN_FRONTIER_ISOTOPE_CLOSURE_CANDIDATE,9205.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,1150.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8054.95833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,9205.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,1150.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8054.95833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,yes,yes,yes,SAM_FRONTIER_UNKNOWN_Z119_Z126,SAM_FRONTIER_UNKNOWN_Z119_Z126,frontier,,,no,yes,no,no,no,no,no,no,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ125,QP094A-EZ125,125,229,354,125,229,125,479,479,583,125,125p+229n+125e,479u+583d+125e,126,11,5,8,8,7,OPEN_SHELL,10,2,FLOOR_PRIMARY,UNKNOWN_FRONTIER_ISOTOPE_CLOSURE_CANDIDATE,9279.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1159.990885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,8119.936197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,9279.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,1159.990885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,8119.936197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,yes,yes,yes,SAM_FRONTIER_UNKNOWN_Z119_Z126,SAM_FRONTIER_UNKNOWN_Z119_Z126,frontier,,,no,yes,no,no,no,no,no,no,no,no,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
CR220-EZ126,QP094A-EZ126,126,231,357,126,231,126,483,483,588,126,126p+231n+126e,483u+588d+126e,126,11,6,8,8,8,CLOSED_SHELL,10,0,FLOOR_PRIMARY,UNKNOWN_FRONTIER_ISOTOPE_CLOSURE_CANDIDATE,9354.187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1169.273437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8184.914062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,9354.187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,1169.273437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8184.914062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,yes,yes,SAM_FRONTIER_UNKNOWN_Z119_Z126,SAM_FRONTIER_UNKNOWN_Z119_Z126,frontier,,,no,yes,no,no,no,no,no,yes,yes,yes,no,no,P-centered simulation row; CLOCK and known labels are scoring/reference only
